##gff-version  3
# Sequence Data: seqnum=1;seqlen=112360;seqhdr="scaffold_19"
# Model Data: version=Prodigal.v2.6.3;run_type=Metagenomic;model="16|Chlorobium_tepidum_TLS|B|56.5|11|1";gc_cont=56.50;transl_table=11;uses_sd=1
scaffold_19	Prodigal_v2.6.3	CDS	1271	2023
scaffold_19	Prodigal_v2.6.3	CDS	2025	2630
scaffold_19	Prodigal_v2.6.3	CDS	2653	3339
scaffold_19	Prodigal_v2.6.3	CDS	3445	4203
scaffold_19	Prodigal_v2.6.3	CDS	4231	5613
scaffold_19	Prodigal_v2.6.3	CDS	5677	6273
scaffold_19	Prodigal_v2.6.3	CDS	6512	6967
scaffold_19	Prodigal_v2.6.3	CDS	7497	7805
scaffold_19	Prodigal_v2.6.3	CDS	7802	8218
scaffold_19	Prodigal_v2.6.3	CDS	8333	9886
scaffold_19	Prodigal_v2.6.3	CDS	10013	11254
scaffold_19	Prodigal_v2.6.3	CDS	11288	14488
scaffold_19	Prodigal_v2.6.3	CDS	14508	15914
scaffold_19	Prodigal_v2.6.3	CDS	15956	16738
scaffold_19	Prodigal_v2.6.3	CDS	16965	17357
scaffold_19	Prodigal_v2.6.3	CDS	17447	18472
scaffold_19	Prodigal_v2.6.3	CDS	19176	19652
scaffold_19	Prodigal_v2.6.3	CDS	19672	20157
scaffold_19	Prodigal_v2.6.3	CDS	20184	22163
scaffold_19	Prodigal_v2.6.3	CDS	22171	23745
scaffold_19	Prodigal_v2.6.3	CDS	23756	24670
scaffold_19	Prodigal_v2.6.3	CDS	24667	25446
scaffold_19	Prodigal_v2.6.3	CDS	25394	26488
scaffold_19	Prodigal_v2.6.3	CDS	26627	27343
scaffold_19	Prodigal_v2.6.3	CDS	27377	28018
scaffold_19	Prodigal_v2.6.3	CDS	27972	28385
scaffold_19	Prodigal_v2.6.3	CDS	28966	29754
scaffold_19	Prodigal_v2.6.3	CDS	30096	30587
scaffold_19	Prodigal_v2.6.3	CDS	31086	31769
scaffold_19	Prodigal_v2.6.3	CDS	31834	34065
scaffold_19	Prodigal_v2.6.3	CDS	34103	34561
scaffold_19	Prodigal_v2.6.3	CDS	34594	35952
scaffold_19	Prodigal_v2.6.3	CDS	36162	36554
scaffold_19	Prodigal_v2.6.3	CDS	36609	37007
scaffold_19	Prodigal_v2.6.3	CDS	37482	38852
scaffold_19	Prodigal_v2.6.3	CDS	38842	39978
scaffold_19	Prodigal_v2.6.3	CDS	39975	40760
scaffold_19	Prodigal_v2.6.3	CDS	40776	41972
scaffold_19	Prodigal_v2.6.3	CDS	41989	42438
scaffold_19	Prodigal_v2.6.3	CDS	42454	44178
scaffold_19	Prodigal_v2.6.3	CDS	44197	44514
scaffold_19	Prodigal_v2.6.3	CDS	44524	45129
scaffold_19	Prodigal_v2.6.3	CDS	45126	46325
scaffold_19	Prodigal_v2.6.3	CDS	46335	49604
scaffold_19	Prodigal_v2.6.3	CDS	49631	51823
scaffold_19	Prodigal_v2.6.3	CDS	51904	52209
scaffold_19	Prodigal_v2.6.3	CDS	52214	52777
scaffold_19	Prodigal_v2.6.3	CDS	53127	53540
scaffold_19	Prodigal_v2.6.3	CDS	53545	54024
scaffold_19	Prodigal_v2.6.3	CDS	54115	58434
scaffold_19	Prodigal_v2.6.3	CDS	58448	60430
scaffold_19	Prodigal_v2.6.3	CDS	60485	61159
scaffold_19	Prodigal_v2.6.3	CDS	61179	61316
scaffold_19	Prodigal_v2.6.3	CDS	61307	62767
scaffold_19	Prodigal_v2.6.3	CDS	63189	64988
scaffold_19	Prodigal_v2.6.3	CDS	65022	65882
scaffold_19	Prodigal_v2.6.3	CDS	65977	66672
scaffold_19	Prodigal_v2.6.3	CDS	66944	69439
scaffold_19	Prodigal_v2.6.3	CDS	69432	70064
